cusno,billed,last_sale,orders,received,last_recv,outstanding,days_since_last_sale,cusnm,area,settle
CUS_00037,3800.0,2022-12-14,1,0.0,,3800.0,1214,[已隱蔽],,31.0
CUS_00640,3760.0,2020-11-09,1,0.0,,3760.0,1979,[已隱蔽],,31.0
CUS_00432,3730.0,2021-09-08,1,0.0,,3730.0,1676,[已隱蔽],,31.0
CUS_00078,3700.0,2021-08-12,1,0.0,,3700.0,1703,[已隱蔽],,31.0
CUS_00068,3700.0,2023-04-22,1,0.0,,3700.0,1085,[已隱蔽],,31.0
CUS_00464,3700.0,2023-01-19,1,0.0,,3700.0,1178,[已隱蔽],,31.0
CUS_00431,3700.0,2024-08-29,3,0.0,,3700.0,590,[已隱蔽],,31.0
CUS_00458,3550.0,2020-11-27,1,0.0,,3550.0,1961,[已隱蔽],,31.0
CUS_00092,3500.0,2023-10-26,1,0.0,,3500.0,898,[已隱蔽],,31.0
CUS_00565,3500.0,2021-04-08,1,0.0,,3500.0,1829,[已隱蔽],,31.0
CUS_00378,3500.0,2024-10-22,1,0.0,,3500.0,536,[已隱蔽],,31.0
CUS_00255,3500.0,2021-06-21,1,0.0,,3500.0,1755,[已隱蔽],,31.0
CUS_00247,3500.0,2021-07-17,1,0.0,,3500.0,1729,[已隱蔽],,31.0
CUS_00719,3500.0,2020-10-31,1,0.0,,3500.0,1988,[已隱蔽],,31.0
CUS_00597,3500.0,2024-03-15,1,0.0,,3500.0,757,[已隱蔽],,31.0
CUS_00668,3500.0,2024-06-04,1,0.0,,3500.0,676,[已隱蔽],,31.0
CUS_00468,3500.0,2023-07-19,1,0.0,,3500.0,997,[已隱蔽],,31.0
CUS_00115,3500.0,2024-10-28,1,0.0,,3500.0,530,[已隱蔽],,31.0
CUS_00488,3500.0,2021-07-14,1,0.0,,3500.0,1732,[已隱蔽],,31.0
CUS_00548,3500.0,2021-10-11,1,0.0,,3500.0,1643,[已隱蔽],,31.0
CUS_00465,3500.0,2023-06-09,1,0.0,,3500.0,1037,[已隱蔽],,31.0
CUS_00392,3500.0,2023-12-30,1,0.0,,3500.0,833,[已隱蔽],,31.0
CUS_00130,3500.0,2022-07-30,1,0.0,,3500.0,1351,[已隱蔽],,31.0
CUS_00226,3500.0,2024-01-23,1,0.0,,3500.0,809,[已隱蔽],,31.0
CUS_00142,3500.0,2024-11-18,1,0.0,,3500.0,509,[已隱蔽],,31.0
CUS_00351,3450.0,2020-12-07,1,0.0,,3450.0,1951,[已隱蔽],,31.0
CUS_00405,3449.0,2025-03-31,1,0.0,,3449.0,376,[已隱蔽],,31.0
CUS_00102,3400.0,2021-02-08,1,0.0,,3400.0,1888,[已隱蔽],,31.0
CUS_00724,3400.0,2024-03-23,1,0.0,,3400.0,749,[已隱蔽],,31.0
CUS_00452,3300.0,2021-05-12,1,0.0,,3300.0,1795,[已隱蔽],,31.0
CUS_00237,3300.0,2020-12-24,1,0.0,,3300.0,1934,[已隱蔽],,31.0
CUS_00187,3300.0,2022-01-31,1,0.0,,3300.0,1531,[已隱蔽],,31.0
CUS_00685,3300.0,2021-01-16,1,0.0,,3300.0,1911,[已隱蔽],,31.0
CUS_00048,3250.0,2025-02-10,1,0.0,,3250.0,425,[已隱蔽],,31.0
CUS_00232,3200.0,2022-02-08,1,0.0,,3200.0,1523,[已隱蔽],,31.0
CUS_00195,3200.0,2023-05-09,1,0.0,,3200.0,1068,[已隱蔽],,31.0
CUS_00155,3200.0,2021-02-27,1,0.0,,3200.0,1869,[已隱蔽],,31.0
CUS_00487,3100.0,2022-03-05,1,0.0,,3100.0,1498,[已隱蔽],,31.0
CUS_00507,3100.0,2023-03-31,1,0.0,,3100.0,1107,[已隱蔽],,31.0
CUS_00276,3100.0,2024-10-03,1,0.0,,3100.0,555,[已隱蔽],,31.0
CUS_00582,3050.0,2021-12-06,1,0.0,,3050.0,1587,[已隱蔽],,31.0
CUS_00069,3000.0,2022-08-04,1,0.0,,3000.0,1346,[已隱蔽],,31.0
CUS_00198,3000.0,2022-02-10,1,0.0,,3000.0,1521,[已隱蔽],,31.0
CUS_00212,3000.0,2022-08-19,2,0.0,,3000.0,1331,[已隱蔽],,31.0
CUS_00261,3000.0,2023-05-02,1,0.0,,3000.0,1075,[已隱蔽],,31.0
CUS_00620,3000.0,2022-06-24,1,0.0,,3000.0,1387,[已隱蔽],,31.0
CUS_00601,3000.0,2020-10-05,1,0.0,,3000.0,2014,[已隱蔽],,31.0
CUS_00374,3000.0,2021-06-10,1,0.0,,3000.0,1766,[已隱蔽],,31.0
CUS_00369,3000.0,2022-03-14,1,0.0,,3000.0,1489,[已隱蔽],,31.0
CUS_00312,3000.0,2025-02-06,1,0.0,,3000.0,429,[已隱蔽],,31.0
CUS_00146,3000.0,2024-10-09,1,0.0,,3000.0,549,[已隱蔽],,31.0
CUS_00364,3000.0,2024-03-06,2,0.0,,3000.0,766,[已隱蔽],,31.0
CUS_00234,3000.0,2024-11-08,1,0.0,,3000.0,519,[已隱蔽],,31.0
CUS_00227,3000.0,2025-01-14,1,0.0,,3000.0,452,[已隱蔽],,31.0
CUS_00570,3000.0,2024-10-01,2,0.0,,3000.0,557,[已隱蔽],,31.0
CUS_00111,3000.0,2024-04-08,1,0.0,,3000.0,733,[已隱蔽],,31.0
CUS_00144,3000.0,2023-10-05,1,0.0,,3000.0,919,[已隱蔽],,31.0
CUS_00504,3000.0,2023-10-20,1,0.0,,3000.0,904,[已隱蔽],,31.0
CUS_00489,3000.0,2022-01-04,1,0.0,,3000.0,1558,[已隱蔽],,31.0
CUS_00090,3000.0,2022-12-14,1,0.0,,3000.0,1214,[已隱蔽],,31.0
CUS_00644,3000.0,2021-06-20,1,0.0,,3000.0,1756,[已隱蔽],,31.0
CUS_00680,3000.0,2023-10-21,1,0.0,,3000.0,903,[已隱蔽],,31.0
CUS_00034,3000.0,2024-03-16,1,0.0,,3000.0,756,[已隱蔽],,31.0
CUS_00402,2950.0,2023-08-03,1,0.0,,2950.0,982,[已隱蔽],,31.0
CUS_00001,2950.0,2025-02-08,1,0.0,,2950.0,427,[已隱蔽],,31.0
CUS_00418,2900.0,2023-12-05,1,0.0,,2900.0,858,[已隱蔽],,31.0
CUS_00612,2900.0,2024-03-11,1,0.0,,2900.0,761,[已隱蔽],,31.0
CUS_00408,2900.0,2023-02-04,1,0.0,,2900.0,1162,[已隱蔽],,31.0
CUS_00519,2890.0,2023-08-10,1,0.0,,2890.0,975,[已隱蔽],,31.0
CUS_00710,2800.0,2023-12-08,1,0.0,,2800.0,855,[已隱蔽],,31.0
CUS_00338,2800.0,2021-01-04,1,0.0,,2800.0,1923,[已隱蔽],,31.0
CUS_00053,2800.0,2024-06-06,1,0.0,,2800.0,674,[已隱蔽],,31.0
CUS_00711,2750.0,2021-12-27,1,0.0,,2750.0,1566,[已隱蔽],,31.0
CUS_00170,2700.0,2024-03-11,1,0.0,,2700.0,761,[已隱蔽],,31.0
CUS_00659,2700.0,2021-10-12,2,0.0,,2700.0,1642,[已隱蔽],,31.0
CUS_00628,2700.0,2022-01-17,1,0.0,,2700.0,1545,[已隱蔽],,31.0
CUS_00625,2650.0,2022-01-10,1,0.0,,2650.0,1552,[已隱蔽],,31.0
CUS_00428,2650.0,2021-08-16,1,0.0,,2650.0,1699,[已隱蔽],,31.0
CUS_00314,2600.0,2022-10-03,1,0.0,,2600.0,1286,[已隱蔽],,31.0
CUS_00140,2600.0,2022-12-27,1,0.0,,2600.0,1201,[已隱蔽],,31.0
CUS_00145,2600.0,2020-12-09,1,0.0,,2600.0,1949,[已隱蔽],,31.0
CUS_00637,2600.0,2021-09-23,1,0.0,,2600.0,1661,[已隱蔽],,31.0
CUS_00143,2575.0,2021-01-11,1,0.0,,2575.0,1916,[已隱蔽],,31.0
CUS_00660,2571.0,2024-02-01,1,0.0,,2571.0,800,[已隱蔽],,31.0
CUS_00033,2500.0,2022-02-25,1,0.0,,2500.0,1506,[已隱蔽],,31.0
CUS_00284,2500.0,2022-12-26,1,0.0,,2500.0,1202,[已隱蔽],,31.0
CUS_00734,2500.0,2022-01-19,1,0.0,,2500.0,1543,[已隱蔽],,31.0
CUS_00361,2500.0,2022-01-25,1,0.0,,2500.0,1537,[已隱蔽],,31.0
CUS_00368,2500.0,2023-11-13,1,0.0,,2500.0,880,[已隱蔽],,31.0
CUS_00233,2500.0,2021-02-06,1,0.0,,2500.0,1890,[已隱蔽],,31.0
CUS_00157,2500.0,2024-09-20,1,0.0,,2500.0,568,[已隱蔽],,31.0
CUS_00185,2500.0,2025-02-08,1,0.0,,2500.0,427,[已隱蔽],,31.0
CUS_00655,2500.0,2022-07-15,1,0.0,,2500.0,1366,[已隱蔽],,31.0
CUS_00407,2500.0,2025-01-18,1,0.0,,2500.0,448,[已隱蔽],,31.0
CUS_00511,2500.0,2022-11-16,1,0.0,,2500.0,1242,[已隱蔽],,31.0
CUS_00703,2500.0,2021-03-05,1,0.0,,2500.0,1863,[已隱蔽],,31.0
CUS_00688,2500.0,2023-11-28,1,0.0,,2500.0,865,[已隱蔽],,31.0
CUS_00039,2500.0,2023-07-26,1,0.0,,2500.0,990,[已隱蔽],,31.0
CUS_00400,2499.0,2024-02-08,1,0.0,,2499.0,793,[已隱蔽],,31.0
CUS_00310,2450.0,2020-12-03,1,0.0,,2450.0,1955,[已隱蔽],,31.0
CUS_00383,2400.0,2020-10-23,1,0.0,,2400.0,1996,[已隱蔽],,31.0
CUS_00004,2350.0,2020-10-27,1,0.0,,2350.0,1992,[已隱蔽],,31.0
CUS_00420,2350.0,2021-05-12,1,0.0,,2350.0,1795,[已隱蔽],,31.0
CUS_00049,2350.0,2021-12-22,1,0.0,,2350.0,1571,[已隱蔽],,31.0
CUS_00045,2300.0,2021-04-29,1,0.0,,2300.0,1808,[已隱蔽],,31.0
CUS_00401,2300.0,2022-01-24,1,0.0,,2300.0,1538,[已隱蔽],,31.0
CUS_00445,2300.0,2023-08-04,1,0.0,,2300.0,981,[已隱蔽],,31.0
CUS_00663,2300.0,2021-01-11,1,0.0,,2300.0,1916,[已隱蔽],,31.0
CUS_00125,2300.0,2021-04-17,1,0.0,,2300.0,1820,[已隱蔽],,31.0
CUS_00627,2299.0,2023-10-28,1,0.0,,2299.0,896,[已隱蔽],,31.0
CUS_00470,2200.0,2022-08-24,1,0.0,,2200.0,1326,[已隱蔽],,31.0
CUS_00661,2180.0,2024-07-16,2,0.0,,2180.0,634,[已隱蔽],,31.0
CUS_00440,2150.0,2025-03-21,1,0.0,,2150.0,386,[已隱蔽],,31.0
CUS_00382,2100.0,2021-03-15,1,0.0,,2100.0,1853,[已隱蔽],,31.0
CUS_00409,2100.0,2023-02-03,1,0.0,,2100.0,1163,[已隱蔽],,31.0
CUS_00447,2000.0,2023-05-12,1,0.0,,2000.0,1065,[已隱蔽],,31.0
CUS_00154,2000.0,2020-08-17,1,0.0,,2000.0,2063,[已隱蔽],,31.0
CUS_00508,2000.0,2023-01-10,1,0.0,,2000.0,1187,[已隱蔽],,31.0
CUS_00007,2000.0,2023-01-09,1,0.0,,2000.0,1188,[已隱蔽],,31.0
CUS_00147,2000.0,2023-05-20,1,0.0,,2000.0,1057,[已隱蔽],,31.0
CUS_00228,2000.0,2023-09-06,1,0.0,,2000.0,948,[已隱蔽],,31.0
CUS_00676,2000.0,2025-03-31,2,0.0,,2000.0,376,[已隱蔽],,31.0
CUS_00593,2000.0,2024-08-30,1,0.0,,2000.0,589,[已隱蔽],,31.0
CUS_00073,2000.0,2023-01-06,1,0.0,,2000.0,1191,[已隱蔽],,31.0
CUS_00473,2000.0,2024-01-24,1,0.0,,2000.0,808,[已隱蔽],,31.0
CUS_00434,2000.0,2021-02-09,1,0.0,,2000.0,1887,[已隱蔽],,31.0
CUS_00650,2000.0,2022-12-14,1,0.0,,2000.0,1214,[已隱蔽],,31.0
CUS_00698,2000.0,2021-05-24,1,0.0,,2000.0,1783,[已隱蔽],,31.0
CUS_00050,2000.0,2021-08-20,1,0.0,,2000.0,1695,[已隱蔽],,31.0
CUS_00336,1999.0,2021-11-18,1,0.0,,1999.0,1605,[已隱蔽],,31.0
CUS_00104,1999.0,2021-02-10,1,0.0,,1999.0,1886,[已隱蔽],,31.0
CUS_00610,1998.0,2020-12-12,1,0.0,,1998.0,1946,[已隱蔽],,31.0
CUS_00721,1900.0,2024-01-10,1,0.0,,1900.0,822,[已隱蔽],,31.0
CUS_00168,1900.0,2023-11-10,1,0.0,,1900.0,883,[已隱蔽],,31.0
CUS_00093,1800.0,2023-07-20,1,0.0,,1800.0,996,[已隱蔽],,31.0
CUS_00210,1800.0,2023-02-20,1,0.0,,1800.0,1146,[已隱蔽],,31.0
CUS_00141,1780.0,2021-12-20,1,0.0,,1780.0,1573,[已隱蔽],,31.0
CUS_00515,1750.0,2025-03-13,1,0.0,,1750.0,394,[已隱蔽],,31.0
CUS_00348,1700.0,2020-09-12,1,0.0,,1700.0,2037,[已隱蔽],,31.0
CUS_00152,1700.0,2024-07-15,1,0.0,,1700.0,635,[已隱蔽],,31.0
CUS_00454,1600.0,2023-05-09,1,0.0,,1600.0,1068,[已隱蔽],,31.0
CUS_00178,1600.0,2021-11-15,1,0.0,,1600.0,1608,[已隱蔽],,31.0
CUS_00029,1500.0,2024-05-11,1,0.0,,1500.0,700,[已隱蔽],,31.0
CUS_00023,1500.0,2023-02-16,1,0.0,,1500.0,1150,[已隱蔽],,31.0
CUS_00325,1500.0,2024-08-21,1,0.0,,1500.0,598,[已隱蔽],,31.0
CUS_00673,1500.0,2024-02-03,1,0.0,,1500.0,798,[已隱蔽],,31.0
CUS_00539,1500.0,2024-04-08,1,0.0,,1500.0,733,[已隱蔽],,31.0
CUS_00564,1500.0,2020-08-25,1,0.0,,1500.0,2055,[已隱蔽],,25.0
CUS_00469,1500.0,2022-11-02,1,0.0,,1500.0,1256,[已隱蔽],,31.0
CUS_00481,1500.0,2023-06-08,1,0.0,,1500.0,1038,[已隱蔽],,31.0
CUS_00466,1500.0,2023-05-27,1,0.0,,1500.0,1050,[已隱蔽],,31.0
CUS_00070,1500.0,2022-04-20,1,0.0,,1500.0,1452,[已隱蔽],,31.0
CUS_00327,1500.0,2022-01-19,1,0.0,,1500.0,1543,[已隱蔽],,31.0
CUS_00690,1400.0,2022-07-25,1,0.0,,1400.0,1356,[已隱蔽],,31.0
CUS_00003,1400.0,2022-08-24,1,0.0,,1400.0,1326,[已隱蔽],,31.0
CUS_00608,1400.0,2021-09-04,1,0.0,,1400.0,1680,[已隱蔽],,31.0
CUS_00186,1200.0,2024-12-23,1,0.0,,1200.0,474,[已隱蔽],,31.0
CUS_00506,1200.0,2025-02-14,1,0.0,,1200.0,421,[已隱蔽],,31.0
CUS_00285,1200.0,2020-10-16,1,0.0,,1200.0,2003,[已隱蔽],,31.0
CUS_00169,1200.0,2022-08-16,1,0.0,,1200.0,1334,[已隱蔽],,31.0
CUS_00566,1200.0,2022-06-02,1,0.0,,1200.0,1409,[已隱蔽],,31.0
CUS_00307,1200.0,2023-08-10,1,0.0,,1200.0,975,[已隱蔽],,31.0
CUS_00585,1100.0,2021-11-05,1,0.0,,1100.0,1618,[已隱蔽],,31.0
CUS_00621,1000.0,2022-01-14,1,0.0,,1000.0,1548,[已隱蔽],,31.0
CUS_00218,1000.0,2022-08-17,1,0.0,,1000.0,1333,[已隱蔽],,31.0
CUS_00295,1000.0,2023-07-24,1,0.0,,1000.0,992,[已隱蔽],,31.0
CUS_00535,1000.0,2024-03-27,1,0.0,,1000.0,745,[已隱蔽],,31.0
CUS_00667,1000.0,2023-07-15,1,0.0,,1000.0,1001,[已隱蔽],,31.0
CUS_00501,1000.0,2022-01-11,1,0.0,,1000.0,1551,[已隱蔽],,31.0
CUS_00684,1000.0,2023-09-08,1,0.0,,1000.0,946,[已隱蔽],,31.0
CUS_00653,1000.0,2021-02-03,1,0.0,,1000.0,1893,[已隱蔽],,31.0
CUS_00134,950.0,2021-06-22,1,0.0,,950.0,1754,[已隱蔽],,31.0
CUS_00687,900.0,2022-01-22,1,0.0,,900.0,1540,[已隱蔽],,31.0
CUS_00080,900.0,2023-03-04,1,0.0,,900.0,1134,[已隱蔽],,31.0
CUS_00589,900.0,2021-11-17,1,0.0,,900.0,1606,[已隱蔽],,31.0
CUS_00461,900.0,2021-07-30,1,0.0,,900.0,1716,[已隱蔽],,31.0
CUS_00222,900.0,2024-11-11,1,0.0,,900.0,516,[已隱蔽],,31.0
CUS_00480,810.0,2022-05-27,1,0.0,,810.0,1415,[已隱蔽],,31.0
CUS_00713,800.0,2022-06-14,1,0.0,,800.0,1397,[已隱蔽],,31.0
CUS_00315,800.0,2021-03-05,1,0.0,,800.0,1863,[已隱蔽],,31.0
CUS_00122,800.0,2024-05-17,1,0.0,,800.0,694,[已隱蔽],,31.0
CUS_00645,750.0,2024-01-08,1,0.0,,750.0,824,[已隱蔽],,31.0
CUS_00563,700.0,2024-06-13,1,0.0,,700.0,667,[已隱蔽],,31.0
CUS_00394,700.0,2021-03-01,1,0.0,,700.0,1867,[已隱蔽],,31.0
CUS_00707,600.0,2023-10-23,1,0.0,,600.0,901,[已隱蔽],,31.0
CUS_00569,600.0,2021-01-07,1,0.0,,600.0,1920,[已隱蔽],,31.0
CUS_00082,550.0,2021-10-06,2,0.0,,550.0,1648,[已隱蔽],,31.0
CUS_00697,550.0,2020-09-08,1,0.0,,550.0,2041,[已隱蔽],,31.0
CUS_00595,400.0,2021-11-08,1,0.0,,400.0,1615,[已隱蔽],,31.0
CUS_00574,350.0,2025-02-24,1,0.0,,350.0,411,[已隱蔽],,31.0
CUS_00716,300.0,2024-11-13,1,0.0,,300.0,514,[已隱蔽],,31.0
CUS_00422,300.0,2024-10-22,1,0.0,,300.0,536,[已隱蔽],,31.0
CUS_00695,200.0,2021-01-05,1,0.0,,200.0,1922,[已隱蔽],,31.0
CUS_00586,200.0,2024-12-13,1,0.0,,200.0,484,[已隱蔽],,31.0
