relno,rtype,rlamt3,rlamt4,rdisc,yearm,order1,caddover,indexs,ione
110[車牌][電話],現金  ,3250.0,3250.0,0.0,202103.0,,,1.0,
110[車牌][電話],現金  ,0.0,0.0,0.0,202105.0,,,2.0,
110[車牌][電話],現金  ,0.0,0.0,0.0,202102.0,,,1.0,
110[車牌][電話],現金  ,5400.0,5400.0,0.0,202102.0,,,1.0,
110[車牌][電話],現金  ,5400.0,5400.0,0.0,202103.0,,,2.0,
110[車牌][電話],支票  ,5000.0,5000.0,0.0,202104.0,,,3.0,
110[車牌][電話],現金  ,550.0,550.0,0.0,202008.0,,,1.0,
110[車牌][電話],現金  ,750.0,750.0,0.0,202009.0,,,2.0,
110[車牌][電話],現金  ,2900.0,2900.0,0.0,202010.0,,,3.0,
110[車牌][電話],現金  ,600.0,600.0,0.0,202102.0,,,4.0,
110[車牌][電話],現金  ,1350.0,1350.0,0.0,202103.0,,,5.0,
110[車牌][電話],現金  ,450.0,450.0,0.0,202105.0,,,6.0,
110[車牌][電話],現金  ,1500.0,1500.0,0.0,202105.0,,,1.0,
110[車牌][電話],現金  ,900.0,900.0,0.0,202106.0,,,2.0,
110[車牌][電話],現金  ,9650.0,9650.0,0.0,202105.0,    ,,1.0,
110[車牌][電話],現金  ,300.0,300.0,0.0,202007.0,,,1.0,
110[車牌][電話],現金  ,-500.0,-500.0,0.0,202008.0,,,2.0,
110[車牌][電話],現金  ,3960.0,3960.0,0.0,202012.0,,,3.0,
110[車牌][電話],現金  ,770.0,770.0,0.0,202104.0,,,4.0,
110[車牌][電話],現金  ,1750.0,1750.0,0.0,202105.0,,,6.0,
110[車牌][電話],    ,0.0,0.0,0.0,,,,7.0,
110[車牌][電話],現金  ,700.0,700.0,0.0,202106.0,,,1.0,
110[車牌][電話],現金  ,660.0,660.0,0.0,202106.0,,,1.0,
110[車牌][電話],現金  ,1950.0,1950.0,0.0,202107.0,,,2.0,
110[車牌][電話],現金  ,2000.0,2000.0,0.0,202108.0,,,1.0,
110[車牌][電話],現金  ,550.0,2550.0,0.0,202108.0,溢收  ,,1.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202102.0,,,1.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202103.0,,,2.0,
110[車牌][電話],現金  ,4000.0,4000.0,0.0,202104.0,,,3.0,
110[車牌][電話],現金  ,1500.0,1500.0,0.0,202105.0,,,4.0,
110[車牌][電話],現金  ,300.0,300.0,0.0,202106.0,,,5.0,
110[車牌][電話],現金  ,400.0,400.0,0.0,202107.0,,,6.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202108.0,,,7.0,
110[車牌][電話],現金  ,800.0,800.0,0.0,202109.0,,,8.0,
110[車牌][電話],現金  ,500.0,500.0,0.0,202110.0,,,9.0,
110[車牌][電話],現金  ,2000.0,2000.0,0.0,202007.0,,,1.0,
110[車牌][電話],現金  ,450.0,450.0,0.0,202009.0,,,2.0,
110[車牌][電話],現金  ,700.0,700.0,0.0,202101.0,,,3.0,
110[車牌][電話],現金  ,1400.0,1400.0,0.0,202110.0,,,4.0,
110[車牌][電話],現金  ,10000.0,10000.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,400.0,400.0,0.0,202008.0,,,1.0,
110[車牌][電話],現金  ,1000.0,1000.0,0.0,202104.0,,,2.0,
110[車牌][電話],現金  ,350.0,350.0,0.0,202107.0,,,3.0,
110[車牌][電話],現金  ,250.0,250.0,0.0,202108.0,,,4.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202110.0,,,5.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202107.0,,,1.0,
110[車牌][電話],現金  ,12500.0,12500.0,0.0,202109.0,,,2.0,
111[車牌][電話],現金  ,500.0,500.0,0.0,202110.0,,,6.0,
111[車牌][電話],現金  ,400.0,400.0,0.0,202112.0,,,7.0,
111[車牌][電話],現金  ,200.0,200.0,0.0,202203.0,,,8.0,
111[車牌][電話],現金  ,1600.0,1600.0,0.0,202205.0,,,9.0,
111[車牌][電話],現金  ,5000.0,5000.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,2500.0,2500.0,0.0,202204.0,,,2.0,
111[車牌][電話],現金  ,1500.0,1500.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202205.0,,,2.0,
111[車牌][電話],現金  ,1000.0,1000.0,0.0,202205.0,,,1.0,
111[車牌][電話],現金  ,22000.0,22000.0,0.0,202206.0,,,1.0,
111[車牌][電話],現金  ,1200.0,1200.0,0.0,202205.0,,,1.0,
111[車牌][電話],現金  ,150.0,150.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,1000.0,1000.0,0.0,202204.0,,,2.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202205.0,,,3.0,
111[車牌][電話],現金  ,300.0,300.0,0.0,202207.0,,,4.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202205.0,,,1.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202207.0,,,2.0,
111[車牌][電話],現金  ,400.0,400.0,0.0,202206.0,,,1.0,
111[車牌][電話],現金  ,3000.0,3000.0,0.0,202207.0,,,2.0,
111[車牌][電話],現金  ,19500.0,19500.0,0.0,202208.0,,,1.0,
111[車牌][電話],現金  ,900.0,900.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,1000.0,1000.0,0.0,202204.0,,,2.0,
111[車牌][電話],現金  ,1370.0,1250.0,120.0,202206.0,    ,,3.0,
111[車牌][電話],現金  ,2250.0,2250.0,0.0,202207.0,,,5.0,
111[車牌][電話],現金  ,1000.0,1000.0,0.0,202208.0,,,6.0,
111[車牌][電話],    ,0.0,0.0,0.0,,,,7.0,
111[車牌][電話],現金  ,3250.0,3250.0,0.0,202206.0,,,1.0,
111[車牌][電話],現金  ,200.0,200.0,0.0,202208.0,,,2.0,
111[車牌][電話],現金  ,3000.0,3000.0,0.0,202209.0,,,3.0,
111[車牌][電話],現金  ,1250.0,1250.0,0.0,202209.0,,,1.0,
110[車牌][電話],現金  ,400.0,400.0,0.0,202011.0,,,1.0,
110[車牌][電話],現金  ,1000.0,1000.0,0.0,202110.0,,,2.0,
110[車牌][電話],現金  ,3000.0,3000.0,0.0,202008.0,,,1.0,
110[車牌][電話],現金  ,1600.0,1600.0,0.0,202011.0,,,2.0,
110[車牌][電話],現金  ,600.0,600.0,0.0,202101.0,,,3.0,
110[車牌][電話],現金  ,4600.0,4600.0,0.0,202102.0,,,4.0,
110[車牌][電話],現金  ,1800.0,1800.0,0.0,202105.0,,,5.0,
110[車牌][電話],現金  ,2400.0,2400.0,0.0,202110.0,,,6.0,
110[車牌][電話],現金  ,1500.0,1500.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,400.0,400.0,0.0,202108.0,,,1.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202111.0,,,2.0,
110[車牌][電話],現金  ,3000.0,3000.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,10600.0,10600.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,200.0,200.0,0.0,202109.0,,,1.0,
110[車牌][電話],現金  ,5800.0,4500.0,1300.0,202110.0,    ,,2.0,
110[車牌][電話],現金  ,180.0,180.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,1150.0,1150.0,0.0,202111.0,,,2.0,
110[車牌][電話],現金  ,3150.0,3150.0,0.0,202012.0,,,1.0,
110[車牌][電話],現金  ,700.0,700.0,0.0,202110.0,,,2.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202112.0,,,3.0,
110[車牌][電話],現金  ,750.0,750.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,750.0,750.0,0.0,202111.0,,,2.0,
110[車牌][電話],現金  ,2500.0,2500.0,0.0,202112.0,,,3.0,
110[車牌][電話],現金  ,1200.0,1200.0,0.0,202110.0,,,1.0,
110[車牌][電話],現金  ,150.0,150.0,0.0,202112.0,,,2.0,
110[車牌][電話],現金  ,1150.0,1150.0,0.0,202112.0,,,1.0,
110[車牌][電話],現金  ,1800.0,1800.0,0.0,202112.0,,,1.0,
111[車牌][電話],現金  ,-450.0,-450.0,0.0,202111.0,,,1.0,
111[車牌][電話],現金  ,700.0,700.0,0.0,202112.0,,,2.0,
111[車牌][電話],現金  ,200.0,200.0,0.0,202108.0,,,1.0,
111[車牌][電話],現金  ,100.0,100.0,0.0,202109.0,,,2.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202110.0,,,3.0,
111[車牌][電話],現金  ,1600.0,1600.0,0.0,202112.0,,,4.0,
111[車牌][電話],現金  ,400.0,400.0,0.0,202201.0,,,5.0,
111[車牌][電話],現金  ,1400.0,1400.0,0.0,202112.0,,,1.0,
111[車牌][電話],現金  ,1400.0,1400.0,0.0,202111.0,,,1.0,
111[車牌][電話],現金  ,2500.0,2500.0,0.0,202112.0,,,2.0,
111[車牌][電話],現金  ,400.0,400.0,0.0,202201.0,,,3.0,
111[車牌][電話],現金  ,16500.0,16500.0,0.0,202109.0,,,1.0,
111[車牌][電話],現金  ,2900.0,2900.0,0.0,202201.0,,,2.0,
111[車牌][電話],現金  ,2500.0,2500.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,1250.0,1250.0,0.0,202201.0,,,1.0,
111[車牌][電話],現金  ,2250.0,2250.0,0.0,202202.0,,,2.0,
111[車牌][電話],現金  ,1500.0,1500.0,0.0,202203.0,,,3.0,
111[車牌][電話],支票  ,120.0,120.0,0.0,202201.0,,,1.0,
111[車牌][電話],支票  ,4700.0,4700.0,0.0,202202.0,,,2.0,
111[車牌][電話],現金  ,650.0,650.0,0.0,202201.0,,,1.0,
111[車牌][電話],現金  ,6200.0,6200.0,0.0,202202.0,,,2.0,
111[車牌][電話],現金  ,200.0,2800.0,0.0,202112.0,溢收  ,,1.0,
111[車牌][電話],現金  ,20000.0,20000.0,0.0,202204.0,,,1.0,
111[車牌][電話],現金  ,700.0,700.0,0.0,202012.0,,,1.0,
111[車牌][電話],現金  ,1000.0,1000.0,0.0,202107.0,,,2.0,
111[車牌][電話],現金  ,4000.0,4000.0,0.0,202204.0,,,3.0,
111[車牌][電話],現金  ,3500.0,3500.0,0.0,202203.0,,,1.0,
111[車牌][電話],現金  ,500.0,500.0,0.0,202204.0,,,2.0,
111[車牌][電話],現金  ,300.0,300.0,0.0,202101.0,,,1.0,
111[車牌][電話],現金  ,250.0,250.0,0.0,202102.0,,,3.0,
111[車牌][電話],現金  ,280.0,280.0,0.0,202106.0,,,4.0,
111[車牌][電話],現金  ,3500.0,3500.0,0.0,202108.0,,,5.0,
111[車牌][電話],現金  ,-150.0,-150.0,0.0,202207.0,,,1.0,
111[車牌][電話],現金  ,900.0,900.0,0.0,202209.0,,,2.0,
111[車牌][電話],現金  ,300.0,300.0,0.0,202210.0,,,3.0,
111[車牌][電話],現金  ,500.0,500.0,0.0,202104.0,,,1.0,
111[車牌][電話],現金  ,3200.0,3200.0,0.0,202209.0,,,2.0,
111[車牌][電話],現金  ,3500.0,3500.0,0.0,202210.0,,,3.0,
111[車牌][電話],現金  ,700.0,700.0,0.0,202208.0,,,1.0,
111[車牌][電話],現金  ,5100.0,5100.0,0.0,202112.0,,,1.0,
111[車牌][電話],現金  ,3000.0,3000.0,0.0,202209.0,,,2.0,
111[車牌][電話],現金  ,3000.0,3000.0,0.0,202210.0,,,3.0,
111[車牌][電話],現金  ,1400.0,1400.0,0.0,202105.0,,,1.0,
111[車牌][電話],現金  ,300.0,300.0,0.0,202106.0,,,2.0,
111[車牌][電話],現金  ,4500.0,4500.0,0.0,202109.0,,,3.0,
111[車牌][電話],現金  ,1450.0,1450.0,0.0,202110.0,,,4.0,
111[車牌][電話],現金  ,350.0,350.0,0.0,202111.0,,,5.0,
111[車牌][電話],現金  ,150.0,150.0,0.0,202112.0,,,6.0,
111[車牌][電話],現金  ,385.0,385.0,0.0,202201.0,,,7.0,
111[車牌][電話],現金  ,1500.0,1500.0,0.0,202203.0,,,8.0,
111[車牌][電話],現金  ,3600.0,3600.0,0.0,202206.0,,,9.0,
111[車牌][電話],現金  ,4000.0,4000.0,0.0,202207.0,,,10.0,
111[車牌][電話],現金  ,2800.0,2800.0,0.0,202210.0,,,11.0,
111[車牌][電話],現金  ,1050.0,1050.0,0.0,202210.0,,,1.0,
111[車牌][電話],現金  ,1250.0,1250.0,0.0,202211.0,,,1.0,
111[車牌][電話],現金  ,750.0,750.0,0.0,202212.0,,,2.0,
111[車牌][電話],現金  ,4200.0,4200.0,0.0,202201.0,,,1.0,
111[車牌][電話],現金  ,1980.0,1980.0,0.0,202202.0,,,2.0,
111[車牌][電話],現金  ,2500.0,2500.0,0.0,202203.0,,,3.0,
111[車牌][電話],現金  ,1350.0,1350.0,0.0,202207.0,,,4.0,
111[車牌][電話],現金  ,11500.0,11500.0,0.0,202210.0,,,5.0,
111[車牌][電話],現金  ,18500.0,18500.0,0.0,202211.0,,,6.0,
111[車牌][電話],現金  ,700.0,700.0,0.0,202212.0,,,7.0,
112[車牌][電話],現金  ,3300.0,3300.0,0.0,202212.0,,,1.0,
112[車牌][電話],現金  ,15500.0,15500.0,0.0,202301.0,,,2.0,
112[車牌][電話],現金  ,800.0,800.0,0.0,202211.0,,,1.0,
112[車牌][電話],現金  ,2500.0,2500.0,0.0,202212.0,,,2.0,
112[車牌][電話],現金  ,3000.0,3000.0,0.0,202211.0,,,1.0,
112[車牌][電話],現金  ,1550.0,1550.0,0.0,202203.0,,,1.0,
112[車牌][電話],現金  ,300.0,300.0,0.0,202211.0,,,2.0,
112[車牌][電話],支票  ,700.0,700.0,0.0,202211.0,,,1.0,
112[車牌][電話],支票  ,1850.0,1850.0,0.0,202212.0,,,2.0,
112[車牌][電話],支票  ,5000.0,5000.0,0.0,202212.0,,,1.0,
112[車牌][電話],現金  ,200.0,200.0,0.0,202301.0,,,1.0,
112[車牌][電話],現金  ,250.0,250.0,0.0,202301.0,,,1.0,
112[車牌][電話],現金  ,18750.0,18750.0,0.0,202211.0,,,1.0,
112[車牌][電話],現金  ,14500.0,14500.0,0.0,202304.0,,,2.0,
112[車牌][電話],現金  ,6150.0,6150.0,0.0,202302.0,,,1.0,
112[車牌][電話],現金  ,1600.0,1600.0,0.0,202303.0,,,1.0,
112[車牌][電話],現金  ,1200.0,1200.0,0.0,202304.0,,,2.0,
112[車牌][電話],現金  ,4200.0,4200.0,0.0,202304.0,,,1.0,
112[車牌][電話],支票  ,4700.0,4700.0,0.0,202303.0,,,1.0,
112[車牌][電話],現金  ,750.0,750.0,0.0,202212.0,,,1.0,
112[車牌][電話],現金  ,2950.0,2950.0,0.0,202305.0,,,2.0,
112[車牌][電話],現金  ,1800.0,1800.0,0.0,202304.0,,,1.0,
112[車牌][電話],現金  ,1700.0,1700.0,0.0,202305.0,,,1.0,
112[車牌][電話],現金  ,2700.0,2700.0,0.0,202108.0,,,1.0,
112[車牌][電話],現金  ,500.0,500.0,0.0,202112.0,,,2.0,
112[車牌][電話],現金  ,800.0,800.0,0.0,202212.0,,,3.0,
112[車牌][電話],現金  ,2500.0,2500.0,0.0,202307.0,,,4.0,
112[車牌][電話],現金  ,3500.0,3500.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,1950.0,1950.0,0.0,202204.0,,,1.0,
112[車牌][電話],現金  ,460.0,460.0,0.0,202303.0,,,2.0,
112[車牌][電話],現金  ,3150.0,3150.0,0.0,202306.0,,,3.0,
112[車牌][電話],現金  ,800.0,800.0,0.0,202308.0,,,4.0,
112[車牌][電話],現金  ,5400.0,5400.0,0.0,201912.0,,,1.0,
112[車牌][電話],現金  ,6700.0,6700.0,0.0,202010.0,,,2.0,
112[車牌][電話],現金  ,13500.0,13500.0,0.0,202012.0,,,3.0,
112[車牌][電話],現金  ,3500.0,3500.0,0.0,202105.0,,,4.0,
112[車牌][電話],現金  ,23050.0,23050.0,0.0,202208.0,,,5.0,
112[車牌][電話],現金  ,9000.0,9000.0,0.0,202308.0,,,6.0,
112[車牌][電話],現金  ,3800.0,3800.0,0.0,202012.0,,,1.0,
112[車牌][電話],現金  ,1500.0,1500.0,0.0,202108.0,,,2.0,
112[車牌][電話],現金  ,6200.0,6200.0,0.0,202308.0,,,3.0,
112[車牌][電話],現金  ,16050.0,16050.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,12900.0,12900.0,0.0,202308.0,,,2.0,
112[車牌][電話],現金  ,26800.0,26800.0,0.0,202304.0,,,1.0,
112[車牌][電話],現金  ,800.0,800.0,0.0,202307.0,,,2.0,
112[車牌][電話],現金  ,7000.0,7000.0,0.0,202308.0,,,3.0,
112[車牌][電話],現金  ,650.0,650.0,0.0,202306.0,,,1.0,
112[車牌][電話],現金  ,1200.0,1200.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,6000.0,6000.0,0.0,202308.0,,,2.0,
112[車牌][電話],現金  ,3550.0,3550.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,1850.0,1850.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,250.0,250.0,0.0,202308.0,,,2.0,
112[車牌][電話],現金  ,1200.0,1200.0,0.0,202302.0,,,1.0,
112[車牌][電話],現金  ,750.0,750.0,0.0,202303.0,,,2.0,
112[車牌][電話],現金  ,1500.0,1500.0,0.0,202309.0,,,3.0,
112[車牌][電話],現金  ,400.0,400.0,0.0,202308.0,,,1.0,
112[車牌][電話],現金  ,4200.0,4200.0,0.0,202008.0,,,1.0,
112[車牌][電話],現金  ,3000.0,3000.0,0.0,202011.0,,,2.0,
112[車牌][電話],現金  ,8500.0,8500.0,0.0,202107.0,,,3.0,
112[車牌][電話],現金  ,13000.0,13000.0,0.0,202203.0,,,4.0,
112[車牌][電話],現金  ,9600.0,9600.0,0.0,202204.0,,,5.0,
112[車牌][電話],現金  ,7300.0,7300.0,0.0,202205.0,,,6.0,
112[車牌][電話],現金  ,7000.0,7000.0,0.0,202206.0,,,7.0,
112[車牌][電話],現金  ,700.0,700.0,0.0,202302.0,,,8.0,
112[車牌][電話],現金  ,11750.0,11750.0,0.0,202306.0,,,9.0,
112[車牌][電話],現金  ,9000.0,9000.0,0.0,202307.0,,,10.0,
112[車牌][電話],現金  ,13000.0,13000.0,0.0,202308.0,,,11.0,
112[車牌][電話],現金  ,3700.0,3700.0,0.0,202311.0,,,12.0,
112[車牌][電話],現金  ,48700.0,48700.0,0.0,202206.0,,,1.0,
112[車牌][電話],現金  ,3500.0,3500.0,0.0,202208.0,,,2.0,
112[車牌][電話],現金  ,16000.0,16000.0,0.0,202210.0,,,3.0,
112[車牌][電話],現金  ,2500.0,2500.0,0.0,202211.0,,,4.0,
112[車牌][電話],現金  ,28000.0,28000.0,0.0,202304.0,,,5.0,
112[車牌][電話],現金  ,5600.0,5600.0,0.0,202306.0,,,6.0,
112[車牌][電話],現金  ,5200.0,5200.0,0.0,202310.0,,,7.0,
112[車牌][電話],現金  ,500.0,500.0,0.0,202311.0,,,1.0,
112[車牌][電話],現金  ,3500.0,3500.0,0.0,202309.0,,,1.0,
112[車牌][電話],現金  ,8000.0,8000.0,0.0,202311.0,,,1.0,
112[車牌][電話],現金  ,3800.0,3800.0,0.0,202310.0,,,1.0,
112[車牌][電話],現金  ,2800.0,2800.0,0.0,202310.0,,,1.0,
112[車牌][電話],現金  ,2000.0,2000.0,0.0,202307.0,,,1.0,
112[車牌][電話],現金  ,2000.0,2000.0,0.0,202308.0,,,2.0,
112[車牌][電話],現金  ,750.0,750.0,0.0,202309.0,,,3.0,
112[車牌][電話],現金  ,750.0,750.0,0.0,202311.0,,,4.0,
112[車牌][電話],現金  ,2000.0,2000.0,0.0,202312.0,,,5.0,
113[車牌][電話],現金  ,5300.0,5300.0,0.0,202212.0,,,1.0,
113[車牌][電話],現金  ,3500.0,3500.0,0.0,202312.0,,,2.0,
113[車牌][電話],現金  ,15500.0,15500.0,0.0,202401.0,,,3.0,
113[車牌][電話],現金  ,4000.0,4000.0,0.0,202311.0,,,1.0,
113[車牌][電話],現金  ,1200.0,1200.0,0.0,202311.0,,,1.0,
113[車牌][電話],現金  ,2000.0,2000.0,0.0,202312.0,,,1.0,
113[車牌][電話],現金  ,4350.0,4350.0,0.0,202312.0,,,1.0,
113[車牌][電話],現金  ,5500.0,5500.0,0.0,202103.0,,,1.0,
113[車牌][電話],現金  ,16000.0,16000.0,0.0,202106.0,,,2.0,
113[車牌][電話],現金  ,1500.0,1500.0,0.0,202107.0,,,3.0,
113[車牌][電話],現金  ,3700.0,3700.0,0.0,202203.0,,,4.0,
113[車牌][電話],現金  ,1000.0,1000.0,0.0,202207.0,,,5.0,
113[車牌][電話],現金  ,4000.0,4000.0,0.0,202212.0,,,6.0,
113[車牌][電話],現金  ,2450.0,2450.0,0.0,202305.0,,,7.0,
113[車牌][電話],現金  ,8000.0,8000.0,0.0,202308.0,,,8.0,
113[車牌][電話],現金  ,6000.0,6000.0,0.0,202402.0,,,9.0,
113[車牌][電話],現金  ,0.0,0.0,0.0,,,,10.0,
113[車牌][電話],現金  ,3550.0,3550.0,0.0,202401.0,,,1.0,
113[車牌][電話],現金  ,12500.0,12500.0,0.0,202403.0,,,1.0,
113[車牌][電話],現金  ,2500.0,2500.0,0.0,202403.0,,,1.0,
113[車牌][電話],現金  ,2370.0,2370.0,0.0,202402.0,,,1.0,
113[車牌][電話],現金  ,5000.0,5000.0,0.0,202402.0,,,1.0,
113[車牌][電話],現金  ,6000.0,6000.0,0.0,202208.0,,,1.0,
113[車牌][電話],現金  ,2050.0,2050.0,0.0,202306.0,,,2.0,
113[車牌][電話],現金  ,1200.0,1200.0,0.0,202310.0,,,3.0,
113[車牌][電話],現金  ,600.0,600.0,0.0,202312.0,,,4.0,
113[車牌][電話],現金  ,5500.0,5500.0,0.0,202403.0,,,5.0,
113[車牌][電話],現金  ,3000.0,3000.0,0.0,202401.0,,,1.0,
113[車牌][電話],現金  ,3400.0,3400.0,0.0,202404.0,,,2.0,
113[車牌][電話],現金  ,10700.0,10700.0,0.0,202403.0,,,1.0,
113[車牌][電話],現金  ,1400.0,1400.0,0.0,202403.0,,,1.0,
113[車牌][電話],現金  ,5000.0,5000.0,0.0,202404.0,,,1.0,
113[車牌][電話],支票  ,3100.0,2100.0,1000.0,202404.0,    ,,1.0,
113[車牌][電話],現金  ,8500.0,8500.0,0.0,202405.0,,,1.0,
113[車牌][電話],現金  ,5000.0,5000.0,0.0,202406.0,,,2.0,
113[車牌][電話],支票  ,1050.0,1050.0,0.0,202405.0,,,1.0,
113[車牌][電話],支票  ,2340.0,2340.0,0.0,202406.0,,,2.0,
113[車牌][電話],現金  ,5400.0,5400.0,0.0,202407.0,,,1.0,
113[車牌][電話],現金  ,600.0,600.0,0.0,202402.0,,,1.0,
113[車牌][電話],現金  ,1700.0,1700.0,0.0,202408.0,,,2.0,
113[車牌][電話],現金  ,750.0,750.0,0.0,202401.0,,,1.0,
113[車牌][電話],現金  ,4250.0,4250.0,0.0,202402.0,,,2.0,
113[車牌][電話],現金  ,2000.0,2000.0,0.0,202403.0,,,3.0,
113[車牌][電話],現金  ,850.0,850.0,0.0,202408.0,,,4.0,
113[車牌][電話],現金  ,1500.0,1500.0,0.0,202408.0,,,1.0,
113[車牌][電話],現金  ,25000.0,25000.0,0.0,202404.0,,,1.0,
113[車牌][電話],現金  ,1850.0,1850.0,0.0,202407.0,,,1.0,
113[車牌][電話],現金  ,12950.0,12950.0,0.0,202408.0,,,1.0,
113[車牌][電話],現金  ,750.0,750.0,0.0,202408.0,,,1.0,
113[車牌][電話],現金  ,1200.0,1200.0,0.0,202411.0,,,1.0,
113[車牌][電話],現金  ,1250.0,1250.0,0.0,202407.0,,,1.0,
113[車牌][電話],現金  ,100.0,100.0,0.0,202408.0,,,2.0,
113[車牌][電話],現金  ,2600.0,2600.0,0.0,202412.0,,,3.0,
113[車牌][電話],現金  ,900.0,900.0,0.0,202409.0,,,1.0,
113[車牌][電話],現金  ,2000.0,2000.0,0.0,202410.0,,,2.0,
113[車牌][電話],現金  ,7000.0,7000.0,0.0,202412.0,,,1.0,
113[車牌][電話],現金  ,3000.0,3000.0,0.0,202411.0,,,1.0,
113[車牌][電話],現金  ,2800.0,2800.0,0.0,202412.0,,,1.0,
