relno,rtype,rlamt3,rlamt4,rdisc,order1,yearm,purno,faddover,indexs
109[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
109[車牌][電話],現金  ,2900.0,2900.0,0.0,,202012.0,,,1.0
109[車牌][電話],現金  ,5700.0,5700.0,0.0,,202011.0,,,1.0
109[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
109[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
109[車牌][電話],現金  ,12400.0,12400.0,0.0,,202012.0,,,1.0
109[車牌][電話],現金  ,0.0,3409.0,0.0,訂金  ,,,,1.0
109[車牌][電話],支票  ,6315.0,6300.0,15.0,    ,202011.0,,,1.0
109[車牌][電話],支票  ,9888.0,9200.0,688.0,    ,202012.0,,,1.0
109[車牌][電話],支票  ,7402.0,7402.0,0.0,,202011.0,,,1.0
109[車牌][電話],支票  ,16280.0,12400.0,3880.0,    ,202011.0,,,1.0
109[車牌][電話],現金  ,4500.0,4500.0,0.0,,202012.0,,,1.0
109[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
109[車牌][電話],現金  ,3888.0,3690.0,198.0,    ,202010.0,,,1.0
109[車牌][電話],現金  ,3850.0,3850.0,0.0,,202012.0,,,1.0
109[車牌][電話],現金  ,350.0,350.0,0.0,,202101.0,,,2.0
110[車牌][電話],現金  ,23000.0,23000.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,1200.0,1200.0,0.0,,202012.0,,,1.0
110[車牌][電話],現金  ,350.0,350.0,0.0,,202101.0,,,2.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,3660.0,3660.0,0.0,    ,202011.0,,,1.0
110[車牌][電話],現金  ,119.0,119.0,0.0,,202008.0,,,3.0
110[車牌][電話],現金  ,300.0,300.0,0.0,,202101.0,,,1.0
109[車牌][電話],支票  ,0.0,0.0,0.0,,202008.0,,,2.0
109[車牌][電話],現金  ,0.0,0.0,0.0,,202011.0,,,3.0
110[車牌][電話],現金  ,2200.0,2200.0,0.0,,202008.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],支票  ,0.0,7390.0,0.0,訂金  ,,,,2.0
110[車牌][電話],現金  ,20000.0,20000.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,2600.0,2600.0,0.0,,202008.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],現金  ,20000.0,20000.0,0.0,,202012.0,,,1.0
110[車牌][電話],現金  ,938.0,938.0,0.0,,192199.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],現金  ,1270.0,1270.0,0.0,,202004.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],現金  ,1900.0,1900.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,6200.0,6010.0,190.0,    ,202011.0,,,1.0
110[車牌][電話],現金  ,2600.0,2500.0,100.0,    ,202012.0,,,2.0
110[車牌][電話],現金  ,1600.0,1600.0,0.0,訂金  ,,,,1.0
110[車牌][電話],支票  ,21100.0,21100.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,4200.0,4200.0,0.0,訂金  ,,,,3.0
110[車牌][電話],現金  ,23000.0,23000.0,0.0,訂金  ,,,,4.0
110[車牌][電話],現金  ,4336.0,4336.0,0.0,,202009.0,,,1.0
110[車牌][電話],現金  ,0.0,6468.0,0.0,訂金  ,,,,2.0
110[車牌][電話],現金  ,1010.0,1000.0,10.0,    ,202101.0,,,1.0
110[車牌][電話],現金  ,3500.0,3300.0,200.0,    ,202012.0,,,1.0
110[車牌][電話],支票  ,15135.0,16300.0,0.0,溢付  ,202012.0,,,1.0
110[車牌][電話],支票  ,7970.0,8100.0,0.0,溢付  ,202012.0,,,1.0
110[車牌][電話],支票  ,3520.0,3360.0,160.0,    ,202012.0,,,1.0
110[車牌][電話],支票  ,11270.0,11200.0,70.0,    ,202012.0,,,1.0
110[車牌][電話],支票  ,15450.0,14100.0,1350.0,    ,202012.0,,,1.0
110[車牌][電話],支票  ,11000.0,11000.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,12000.0,12000.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,0.0,0.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],支票  ,10387.0,12800.0,0.0,溢付  ,202101.0,,,1.0
110[車牌][電話],支票  ,12000.0,12000.0,0.0,,202006.0,,,1.0
110[車牌][電話],支票  ,13000.0,13000.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,8600.0,8600.0,0.0,,202102.0,,,1.0
110[車牌][電話],支票  ,3380.0,3380.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,4800.0,4800.0,0.0,,202012.0,,,1.0
110[車牌][電話],支票  ,11500.0,11500.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,250.0,250.0,0.0,,202010.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],現金  ,1220.0,1220.0,0.0,,202012.0,,,1.0
110[車牌][電話],現金  ,3450.0,3450.0,0.0,,202103.0,,,1.0
110[車牌][電話],支票  ,3896.0,3896.0,0.0,,202102.0,,,1.0
110[車牌][電話],支票  ,10118.0,10120.0,0.0,溢付  ,202101.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],支票  ,5867.0,5600.0,267.0,    ,202103.0,,,1.0
110[車牌][電話],支票  ,5620.0,5620.0,0.0,,201909.0,,,1.0
110[車牌][電話],支票  ,7300.0,7300.0,0.0,,202006.0,,,2.0
110[車牌][電話],支票  ,5780.0,5780.0,0.0,,202008.0,,,3.0
110[車牌][電話],支票  ,-6110.0,-6110.0,0.0,,202009.0,,,4.0
110[車牌][電話],現金  ,3750.0,3750.0,0.0,,202102.0,,,2.0
110[車牌][電話],現金  ,7000.0,7000.0,0.0,,202104.0,,,3.0
110[車牌][電話],支票  ,22469.0,26900.0,0.0,溢付  ,202103.0,,,1.0
110[車牌][電話],支票  ,15000.0,16000.0,0.0,溢付  ,202103.0,,,1.0
110[車牌][電話],支票  ,6914.0,6914.0,0.0,,202101.0,,,1.0
110[車牌][電話],支票  ,5962.0,5700.0,262.0,    ,202104.0,,,2.0
110[車牌][電話],支票  ,2000.0,2000.0,0.0,,202002.0,,,1.0
110[車牌][電話],現金  ,4000.0,4000.0,0.0,,202006.0,,,2.0
110[車牌][電話],支票  ,21100.0,21100.0,0.0,,202011.0,,,3.0
110[車牌][電話],支票  ,4200.0,4200.0,0.0,,202012.0,,,4.0
110[車牌][電話],支票  ,33000.0,33000.0,0.0,,202101.0,,,5.0
110[車牌][電話],支票  ,10000.0,10000.0,0.0,,202102.0,,,6.0
110[車牌][電話],支票  ,20800.0,20800.0,0.0,,202103.0,,,7.0
110[車牌][電話],現金  ,300.0,300.0,0.0,,202104.0,,,1.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202105.0,,,2.0
110[車牌][電話],現金  ,4750.0,4750.0,0.0,,202008.0,,,1.0
110[車牌][電話],現金  ,2430.0,2430.0,0.0,,202105.0,,,2.0
110[車牌][電話],現金  ,10384.0,10384.0,0.0,,202005.0,,,1.0
110[車牌][電話],現金  ,3700.0,3700.0,0.0,,202006.0,,,2.0
110[車牌][電話],現金  ,-250.0,-250.0,0.0,,202008.0,,,3.0
110[車牌][電話],現金  ,2480.0,2480.0,0.0,,202009.0,,,4.0
110[車牌][電話],現金  ,1097.0,1097.0,0.0,,202010.0,,,5.0
110[車牌][電話],現金  ,1929.0,1929.0,0.0,,202011.0,,,6.0
110[車牌][電話],現金  ,724.0,724.0,0.0,,202101.0,,,7.0
110[車牌][電話],支票  ,23588.0,20900.0,2688.0,    ,202102.0,,,5.0
110[車牌][電話],現金  ,6240.0,3648.0,2592.0,    ,202102.0,,,1.0
110[車牌][電話],現金  ,850.0,850.0,0.0,,202011.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],現金  ,1400.0,1400.0,0.0,,202103.0,,,1.0
110[車牌][電話],現金  ,10150.0,10150.0,0.0,,202004.0,,,1.0
110[車牌][電話],現金  ,15270.0,15270.0,0.0,,202006.0,,,2.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,3.0
110[車牌][電話],現金  ,1900.0,1900.0,0.0,,202005.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,1.0
110[車牌][電話],現金  ,3720.0,3720.0,0.0,,202006.0,,,1.0
110[車牌][電話],支票  ,3732.0,3700.0,32.0,    ,202102.0,,,1.0
110[車牌][電話],支票  ,1600.0,1600.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,1200.0,1200.0,0.0,,202102.0,,,2.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202103.0,,,3.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202104.0,,,4.0
110[車牌][電話],現金  ,4170.0,4170.0,0.0,,201906.0,,,1.0
110[車牌][電話],現金  ,2090.0,2090.0,0.0,,201912.0,,,2.0
110[車牌][電話],現金  ,5435.0,5435.0,0.0,,202004.0,,,3.0
110[車牌][電話],現金  ,1650.0,1650.0,0.0,,202005.0,,,4.0
110[車牌][電話],支票  ,3170.0,3075.0,95.0,    ,202101.0,,,5.0
110[車牌][電話],現金  ,,3341.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,4650.0,4650.0,0.0,,202012.0,,,1.0
110[車牌][電話],現金  ,5180.0,4300.0,880.0,    ,202103.0,,,8.0
110[車牌][電話],現金  ,4500.0,4500.0,0.0,,202104.0,,,1.0
110[車牌][電話],現金  ,7990.0,7990.0,0.0,,202007.0,,,1.0
110[車牌][電話],現金  ,1400.0,1400.0,0.0,,202010.0,,,2.0
110[車牌][電話],現金  ,2810.0,2810.0,0.0,,202011.0,,,3.0
110[車牌][電話],現金  ,3070.0,3070.0,0.0,,202102.0,,,4.0
110[車牌][電話],現金  ,3580.0,3472.0,108.0,    ,202103.0,,,5.0
110[車牌][電話],現金  ,130.0,130.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,1140.0,1140.0,0.0,,202105.0,,,2.0
110[車牌][電話],現金  ,4850.0,4850.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,1350.0,1350.0,0.0,,202105.0,,,2.0
110[車牌][電話],現金  ,1080.0,1080.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,3127.0,3034.0,93.0,    ,202104.0,,,1.0
110[車牌][電話],支票  ,6409.0,6400.0,9.0,    ,202104.0,,,1.0
110[車牌][電話],支票  ,13600.0,13600.0,0.0,,202104.0,,,1.0
110[車牌][電話],現金  ,4190.0,4000.0,190.0,    ,202104.0,,,1.0
110[車牌][電話],現金  ,3335.0,3335.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,2000.0,1900.0,100.0,    ,202104.0,,,1.0
110[車牌][電話],支票  ,10400.0,10400.0,0.0,,202004.0,,,1.0
110[車牌][電話],刷卡  ,3000.0,3000.0,0.0,,202007.0,,,2.0
110[車牌][電話],現金  ,5950.0,1700.0,4250.0,    ,202105.0,,,1.0
110[車牌][電話],現金  ,2510.0,2435.0,75.0,    ,202103.0,,,1.0
110[車牌][電話],現金  ,9850.0,9850.0,0.0,,202106.0,,,1.0
110[車牌][電話],現金  ,2860.0,2740.0,120.0,    ,202104.0,,,1.0
110[車牌][電話],現金  ,1734.0,1260.0,474.0,    ,202104.0,,,1.0
110[車牌][電話],現金  ,2195.0,2195.0,0.0,,202007.0,,,1.0
110[車牌][電話],現金  ,2500.0,2500.0,0.0,,202103.0,,,2.0
110[車牌][電話],現金  ,900.0,900.0,0.0,,202104.0,,,3.0
110[車牌][電話],現金  ,1600.0,1600.0,0.0,,202105.0,,,4.0
110[車牌][電話],現金  ,,3684.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,550.0,550.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,1302.0,1300.0,2.0,    ,202105.0,,,1.0
110[車牌][電話],現金  ,3450.0,3381.0,69.0,    ,202106.0,,,1.0
110[車牌][電話],支票  ,6800.0,6800.0,0.0,,202105.0,,,1.0
110[車牌][電話],支票  ,4860.0,4850.0,10.0,    ,202105.0,,,1.0
110[車牌][電話],支票  ,2745.0,2745.0,0.0,,202106.0,,,1.0
110[車牌][電話],支票  ,10400.0,10400.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,-1090.0,3190.0,0.0,溢付  ,202104.0,,,1.0
110[車牌][電話],現金  ,1250.0,1250.0,0.0,,202012.0,,,1.0
110[車牌][電話],現金  ,1600.0,1600.0,0.0,,202101.0,,,2.0
110[車牌][電話],現金  ,1100.0,1100.0,0.0,,202102.0,,,3.0
110[車牌][電話],現金  ,1100.0,1100.0,0.0,,202103.0,,,4.0
110[車牌][電話],現金  ,1400.0,1400.0,0.0,,202104.0,,,5.0
110[車牌][電話],現金  ,2100.0,2100.0,0.0,,202105.0,,,6.0
110[車牌][電話],現金  ,1120.0,1120.0,0.0,,202106.0,,,7.0
110[車牌][電話],現金  ,1350.0,1350.0,0.0,,202107.0,,,8.0
110[車牌][電話],現金  ,2420.0,2312.0,108.0,    ,202104.0,,,1.0
110[車牌][電話],現金  ,3100.0,3100.0,0.0,,202007.0,,,1.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202009.0,,,2.0
110[車牌][電話],現金  ,15500.0,15500.0,0.0,,202102.0,,,3.0
110[車牌][電話],現金  ,24000.0,24000.0,0.0,,202106.0,,,4.0
110[車牌][電話],現金  ,2000.0,2000.0,0.0,,202107.0,,,1.0
110[車牌][電話],現金  ,3500.0,3500.0,0.0,,202106.0,,,1.0
110[車牌][電話],現金  ,1300.0,1300.0,0.0,,202107.0,,,2.0
110[車牌][電話],現金  ,3854.0,3779.0,75.0,    ,202107.0,,,1.0
110[車牌][電話],支票  ,16233.0,13000.0,3233.0,    ,202106.0,,,1.0
110[車牌][電話],支票  ,8550.0,8550.0,0.0,,202107.0,,,1.0
110[車牌][電話],現金  ,4800.0,4800.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,0.0,3000.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,5000.0,4750.0,250.0,    ,202106.0,,,1.0
110[車牌][電話],現金  ,2819.0,2500.0,319.0,    ,202106.0,,,1.0
110[車牌][電話],現金  ,300.0,300.0,0.0,,202108.0,,,1.0
110[車牌][電話],現金  ,2280.0,2417.0,0.0,溢付  ,202106.0,,,1.0
110[車牌][電話],現金  ,6088.0,6088.0,0.0,,202006.0,,,1.0
110[車牌][電話],現金  ,1050.0,1050.0,0.0,,202105.0,,,2.0
110[車牌][電話],現金  ,3295.0,2900.0,395.0,    ,202107.0,,,3.0
110[車牌][電話],現金  ,,4597.0,0.0,訂金  ,,,,1.0
110[車牌][電話],支票  ,12152.0,11600.0,552.0,    ,202108.0,,,1.0
110[車牌][電話],支票  ,9580.0,12900.0,0.0,溢付  ,202107.0,,,1.0
110[車牌][電話],支票  ,4620.0,4620.0,0.0,,202002.0,,,1.0
110[車牌][電話],支票  ,8878.0,8878.0,0.0,,202003.0,,,2.0
110[車牌][電話],現金  ,5770.0,5597.0,173.0,    ,202107.0,,,1.0
110[車牌][電話],支票  ,9155.0,9155.0,0.0,,202005.0,,,3.0
110[車牌][電話],支票  ,10119.0,10119.0,0.0,,202006.0,,,4.0
110[車牌][電話],支票  ,3480.0,3480.0,0.0,,202008.0,,,5.0
110[車牌][電話],支票  ,5592.0,5592.0,0.0,,202101.0,,,6.0
110[車牌][電話],支票  ,7425.0,7400.0,25.0,    ,202107.0,,,7.0
110[車牌][電話],現金  ,289.0,280.0,9.0,    ,202108.0,,,2.0
110[車牌][電話],現金  ,0.0,1000.0,0.0,訂金  ,,,,1.0
110[車牌][電話],現金  ,4144.0,4144.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,2410.0,2300.0,110.0,    ,202107.0,,,2.0
110[車牌][電話],現金  ,6510.0,6500.0,10.0,    ,202108.0,,,1.0
110[車牌][電話],現金  ,1000.0,1000.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,2200.0,2200.0,0.0,,202108.0,,,1.0
110[車牌][電話],支票  ,0.0,26500.0,0.0,訂金  ,,,,1.0
110[車牌][電話],支票  ,5660.0,5660.0,0.0,,202107.0,,,1.0
110[車牌][電話],現金  ,9627.0,9627.0,0.0,,202011.0,,,1.0
110[車牌][電話],支票  ,4127.0,4127.0,0.0,,202012.0,,,2.0
110[車牌][電話],現金  ,161.0,161.0,0.0,,202102.0,,,3.0
110[車牌][電話],支票  ,8470.0,8470.0,0.0,,202103.0,,,4.0
110[車牌][電話],現金  ,4970.0,4800.0,170.0,    ,202107.0,,,5.0
110[車牌][電話],現金  ,2110.0,1900.0,210.0,    ,202107.0,,,1.0
110[車牌][電話],支票  ,13890.0,13300.0,590.0,    ,202108.0,,,1.0
110[車牌][電話],支票  ,4200.0,4200.0,0.0,,202107.0,,,1.0
110[車牌][電話],支票  ,7300.0,7300.0,0.0,,202108.0,,,2.0
110[車牌][電話],支票  ,23611.0,18700.0,4911.0,    ,202108.0,,,1.0
110[車牌][電話],支票  ,10800.0,10800.0,0.0,,202108.0,,,1.0
110[車牌][電話],現金  ,5783.0,3850.0,1933.0,    ,202109.0,,,1.0
110[車牌][電話],現金  ,4130.0,4000.0,130.0,    ,202108.0,,,1.0
110[車牌][電話],現金  ,2000.0,2000.0,0.0,,202109.0,,,1.0
110[車牌][電話],現金  ,2430.0,2430.0,0.0,,202110.0,,,2.0
110[車牌][電話],現金  ,2870.0,2780.0,90.0,    ,202108.0,,,1.0
110[車牌][電話],現金  ,5302.0,2000.0,3302.0,    ,202108.0,,,1.0
110[車牌][電話],現金  ,2400.0,2400.0,0.0,,202103.0,,,1.0
110[車牌][電話],現金  ,6000.0,6000.0,0.0,,202109.0,,,2.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202102.0,,,1.0
110[車牌][電話],現金  ,2350.0,2350.0,0.0,,202103.0,,,2.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202106.0,,,3.0
110[車牌][電話],現金  ,300.0,300.0,0.0,,202110.0,,,4.0
110[車牌][電話],支票  ,53.0,53.0,0.0,,202106.0,,,1.0
110[車牌][電話],支票  ,3995.0,4100.0,0.0,溢付  ,202108.0,,,2.0
110[車牌][電話],現金  ,12470.0,12470.0,0.0,,202101.0,,,1.0
110[車牌][電話],現金  ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],現金  ,1000.0,1000.0,0.0,,202105.0,,,1.0
110[車牌][電話],現金  ,1200.0,1200.0,0.0,,202106.0,,,2.0
110[車牌][電話],現金  ,1950.0,1950.0,0.0,,202108.0,,,3.0
110[車牌][電話],現金  ,600.0,600.0,0.0,,202111.0,,,4.0
110[車牌][電話],現金  ,1600.0,1600.0,0.0,,202106.0,,,1.0
110[車牌][電話],現金  ,2070.0,2070.0,0.0,,202107.0,,,2.0
110[車牌][電話],現金  ,3030.0,2050.0,980.0,    ,202109.0,,,3.0
110[車牌][電話],現金  ,1100.0,1060.0,40.0,    ,202109.0,,,1.0
110[車牌][電話],支票  ,4770.0,4770.0,0.0,,202007.0,,,1.0
110[車牌][電話],現金  ,4032.0,4032.0,0.0,,202109.0,,,2.0
110[車牌][電話],現金  ,8500.0,9000.0,0.0,溢付  ,202109.0,,,1.0
110[車牌][電話],支票  ,9500.0,9500.0,0.0,,202109.0,,,1.0
110[車牌][電話],支票  ,4740.0,4740.0,0.0,,202104.0,,,1.0
110[車牌][電話],支票  ,4841.0,4841.0,0.0,,202105.0,,,2.0
110[車牌][電話],支票  ,5721.0,5721.0,0.0,,202109.0,,,3.0
110[車牌][電話],支票  ,18572.0,8600.0,9972.0,    ,202110.0,,,4.0
110[車牌][電話],支票  ,6317.0,7700.0,0.0,溢付  ,202110.0,,,1.0
110[車牌][電話],支票  ,4494.0,4494.0,0.0,,202109.0,,,1.0
110[車牌][電話],現金  ,-300.0,-300.0,0.0,,202011.0,,,1.0
110[車牌][電話],現金  ,-4500.0,-4500.0,0.0,,202012.0,,,2.0
110[車牌][電話],現金  ,400.0,400.0,0.0,,202101.0,,,3.0
110[車牌][電話],現金  ,10500.0,10500.0,0.0,,202110.0,,,4.0
110[車牌][電話],現金  ,3300.0,2200.0,1100.0,    ,202109.0,,,1.0
110[車牌][電話],現金  ,6515.0,6515.0,0.0,,202107.0,,,1.0
110[車牌][電話],支票  ,-1544.0,-1544.0,0.0,,202102.0,,,1.0
110[車牌][電話],支票  ,10700.0,12500.0,0.0,溢付  ,202110.0,,,2.0
110[車牌][電話],支票  ,21006.0,16900.0,4106.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,23300.0,23300.0,0.0,,202110.0,,,1.0
110[車牌][電話],支票  ,5500.0,5500.0,0.0,,201909.0,,,1.0
110[車牌][電話],支票  ,15350.0,15350.0,0.0,,202005.0,,,2.0
110[車牌][電話],支票  ,5400.0,5400.0,0.0,,202101.0,,,3.0
110[車牌][電話],支票  ,4450.0,4460.0,0.0,溢付  ,202110.0,,,4.0
110[車牌][電話],支票  ,3880.0,3880.0,0.0,,202108.0,,,1.0
110[車牌][電話],支票  ,2655.0,2655.0,0.0,,202109.0,,,2.0
110[車牌][電話],支票  ,0.0,0.0,0.0,,,,,3.0
110[車牌][電話],支票  ,8250.0,8250.0,0.0,,202110.0,,,1.0
110[車牌][電話],    ,0.0,0.0,0.0,,,,,2.0
110[車牌][電話],支票  ,5657.0,5400.0,257.0,    ,202111.0,,,1.0
110[車牌][電話],支票  ,101.0,101.0,0.0,,202109.0,,,1.0
110[車牌][電話],支票  ,5532.0,5500.0,32.0,    ,202110.0,,,2.0
110[車牌][電話],現金  ,4290.0,4160.0,130.0,    ,202110.0,,,1.0
110[車牌][電話],現金  ,900.0,900.0,0.0,,202109.0,,,1.0
110[車牌][電話],現金  ,450.0,460.0,0.0,溢付  ,202110.0,,,1.0
